"x","y","Cprod","Infra","Econ","Lprod","Nat","Fprod","FR"
1588,1533,0.460610552036953,0.858029609562718,0,0.473518779063406,0.39856322855498,0.596420566924023,"Forester"
1588,1534,0.460401856725007,0.849573274037567,0.666336177046027,0.474133532478454,0.398311430435617,0.601112752531363,"Forester"
1588,1535,0.462981136489682,0.841544753315378,0.666336177046027,0.475193879993417,0.39796101532567,0.606643932895749,"Forester"
1588,1536,0.462981136489682,0.83390283673369,0.675758845337599,0.477181169497661,0.397613306467089,0.613393530241672,"Forester"
1588,1537,0.462064217054916,0.826611995639222,0.725877705749382,0.479731794484489,0.397004792237443,0.622017086573628,"Forester"
1588,1538,0.462981136489682,0.819641384559196,0.598654307086707,0.483228988540724,0.396268969083755,0.632162809005995,"Forester"
1589,1532,0.460523891559906,0.870680525257453,0.864476224548724,0.458373586216425,0.399620597222222,0.571704599412124,"C_Cereal"
1589,1534,0.462055138976338,0.851645498752113,0.736138593689829,0.459889877730228,0.398903587573852,0.580220468683839,"NC_Cereal"
1589,1535,0.462055138976338,0.841349152355289,0.736138593689829,0.460977292178697,0.398534014055081,0.586167889067199,"NC_Cereal"
1589,1536,0.460559701397542,0.831680207764878,0.675758845337599,0.463590618596243,0.398164693637227,0.593027027664501,"NC_Cereal"
1589,1537,0.460401856725007,0.822393005512145,0,0.466678895552953,0.39752786463621,0.601691221007415,"C_Cereal"
1589,1538,0.462064217054916,0.816769126625875,0.725310224982897,0.470658319341289,0.396759221297837,0.611848651646637,"Forester"
1590,1530,0.46213700917576,0.89530573513188,0.759168293758993,0.444817238105683,0.401092257309942,0.546600328527643,"C_Cereal"
1590,1531,0.460401856725007,0.884684371831156,0.736138593689829,0.44405717398525,0.400573955082743,0.547473324438649,"C_Cereal"
1590,1532,0.462492260184298,0.873288547701263,0.864476224548724,0.444156653603444,0.399956626227614,0.549500197957878,"NC_Cereal"
1590,1533,0.462055138976338,0.800548342356894,0.736138593689829,0.445025135782202,0.39947452991453,0.553241565594585,"C_Cereal"
1590,1534,0.462492260184298,0.84793475462445,0.759168293758993,0.445649625074344,0.399224065225635,0.558407979154974,"C_Cereal"
1590,1535,0.462492260184298,0.837677810341117,0.736138593689829,0.446782715131189,0.398843578192794,0.564565997918178,"Forester"
1590,1536,0.462055138976338,0.828223483172855,0.736138593689829,0.449379938154289,0.398461716007533,0.571578771765392,"C_Cereal"
1590,1537,0.462055138976338,0.819130724090027,0.76677597815591,0.453038149736297,0.397809498604132,0.580316759509442,"C_Cereal"
1590,1538,0.461387816454785,0.812148795808052,0.664211073450898,0.45735897316757,0.397023798245614,0.590803021006105,"NC_Cereal"
1590,1539,0.462192918080357,0.819641384559196,0.687546335715105,0.463723933120118,0.396108677111471,0.602305237422619,"Forester"
1591,1527,0,0,0,0,0,0,"UNMANAGED"
1591,1528,0.460610552036953,0.92413585491199,0.73298689711597,0.43044587024742,0.402470089500109,0.523373386721812,"C_Cereal"
1591,1529,0.460610552036953,0.91148133525729,0.816788835173172,0.431655845717888,0.402001276829011,0.52477698747445,"C_Cereal"
1591,1530,0.460610552036953,0.899761611129038,0.759168293758993,0.431317706404417,0.401355537647538,0.525539057855085,"C_Cereal"
1591,1531,0.462492260184298,0.887535112529264,0.736138593689829,0.430016733279533,0.400776171122995,0.52658673301525,"C_Cereal"
1591,1533,0.461712081401757,0.862656353962225,0.736138593689829,0.430872556732221,0.399574622677285,0.532235719139826,"NC_Cereal"
1591,1534,0.462055138976338,0.851437054652525,0.736138593689829,0.431539903242623,0.399278713450292,0.53754575667689,"NC_Cereal"
1591,1535,0.462055138976338,0.78652299728131,0.736138593689829,0.432745631124071,0.398897316844669,0.543922488784782,"C_Cereal"
1591,1536,0.462492260184298,0.770603788095687,0.736138593689829,0.435353310097282,0.3985136410831,0.551095776777384,"C_Cereal"
1591,1537,0.462492260184298,0.76434457893376,0.74318042275421,0.438946580988372,0.397860727473743,0.559914853759662,"C_Cereal"
1591,1538,0.462055138976338,0.812964052652475,0.76677597815591,0.443847561000597,0.397075353929539,0.570727348611766,"C_Cereal"
1591,1540,0.460677716419048,0.829669781641979,0.62550526441974,0.458545510601071,0.39519504671916,0.595453575729176,"Forester"
1591,1543,0.462981136489682,0.853112322538812,0.691670006886296,0.480105659583022,0.39109530129516,0.62997982091724,"Forester"
1591,1544,0.462064217054916,0.861764609152447,0.778976878919841,0.485728108066247,0.389241221540559,0.642867777715607,"Forester"
1591,1545,0.462064217054916,0.865362047180999,0,0.487198974461407,0.387644515198352,0.653981410903518,"Forester"
1591,1546,0.462064217054916,0.869275824421581,0,0.487907953062712,0.386092522672205,0.662361648587596,"Forester"
1591,1547,0.460921518101287,0.865362047180999,0.778976878919841,0.488659153615398,0.384711239475501,0.673875777242839,"Forester"
1592,1527,0.46037167462612,0.944112830328762,0.793511432550347,0.416900558727234,0.40288345,0.499080889137029,"Forester"
1592,1530,0.461142172358075,0.899761611129038,0.736138593689829,0.41649483014708,0.40124158097581,0.503291941673294,"C_Cereal"
1592,1531,0.461142172358075,0.885715090770776,0.736138593689829,0.415232468789883,0.40061175909362,0.50463681079969,"C_Cereal"
1592,1532,0.462055138976338,0.873049676087261,0.759168293758993,0.415225365708546,0.399899240740741,0.506508836273398,"C_Cereal"
1592,1533,0.462055138976338,0.800397242717663,0.736138593689829,0.416137887300159,0.399331391534392,0.510652101943904,"NC_Cereal"
1592,1534,0.462857761716986,0.78652299728131,0.736138593689829,0.416889689523707,0.399044884384384,0.516142420550764,"NC_Cereal"
1592,1535,0.462231575285812,0.765795283552163,0.736138593689829,0.418207237379716,0.398673906569886,0.522766297299453,"NC_Cereal"
1592,1536,0.462492260184298,0.699224700441674,0.736138593689829,0.420858074970265,0.398300262962963,0.530118912477684,"NC_Cereal"
1592,1537,0.462492260184298,0.74214444772226,0.736138593689829,0.424414298448905,0.397710962719298,0.539027457908239,"NC_Cereal"
1592,1538,0.462492260184298,0.763744010079849,0.816875598949489,0.429239197613098,0.396988202150538,0.549899226442946,"NC_Cereal"
1592,1540,0.462055138976338,0.825193169131818,0.871883509191233,0.445835207181629,0.395225877083333,0.575823161775172,"NC_Cereal"
1592,1541,0.462055138976338,0.832417631431071,0.76677597815591,0.452921424625931,0.394237139917696,0.587318261612064,"NC_Cereal"
1592,1542,0.460401856725007,0.839986653356295,0.691670006886296,0.460905960623894,0.392832929539295,0.598674497869295,"NC_Cereal"
1592,1543,0.462205915476992,0.84793475462445,0.751870256888972,0.46838927198024,0.391231106390154,0.611832463388705,"NC_Cereal"
1592,1544,0.460921518101287,0.794032383653122,0.691670006886296,0.474482992750164,0.389441394705783,0.625306636249613,"NC_Cereal"
1592,1545,0,0.853112322538812,0.691670006886296,0.476221538401546,0.387874953689568,0.637011886637254,"NC_Cereal"
1592,1546,0.461163309876829,0.798894104981629,0.751870256888972,0.477168049663305,0.386359878290599,0.645581317788211,"NC_Cereal"
1592,1547,0.461163309876829,0.796370991829778,0.691670006886296,0.47814612014207,0.385030739716676,0.657685228626527,"NC_Cereal"
1592,1548,0.46094034422734,0.853112322538812,0,0.478425969234924,0.383660144957265,0.669616106931336,"Forester"
1593,1528,0,0.921522953794116,0.785298218771832,0.401887434663265,0.40204353145917,0.476450376601254,"C_Cereal"
1593,1529,0.461142172358075,0.909067141816953,0.761847453076299,0.402510246805681,0.401563948519949,0.478955341173219,"NC_Cereal"
1593,1530,0.460523891559906,0.894484006848394,0.761847453076299,0.401222890862387,0.400921052154195,0.480265722174316,"C_Cereal"
1593,1531,0.460559902388211,0.813619286435985,0.736138593689829,0.40007299191519,0.400300139636944,0.482035444752088,"NC_Cereal"
1593,1532,0,0.800397242717663,0.736138593689829,0.400168781951729,0.399548963734568,0.484331415071516,"NC_Cereal"
1593,1533,0.462055138976338,0.777904485150059,0.736138593689829,0.401232477906462,0.398946161958569,0.488988007773577,"NC_Cereal"
1593,1534,0.462492260184298,0.709192358167981,0.675758845337599,0.402192355711249,0.398622796420582,0.49508301257802,"NC_Cereal"
1593,1535,0.462857761716986,0.696140929134749,0.675758845337599,0.403735924213819,0.398263435215947,0.502339715323597,"NC_Cereal"
1593,1536,0.462492260184298,0.674368997139197,0.74140615873107,0.406533451204798,0.397901203520352,0.510224226851967,"NC_Cereal"
1593,1537,0.462492260184298,0.68285251265511,0.74140615873107,0.410070983788713,0.397376731813247,0.519206486742917,"NC_Cereal"
1593,1538,0.462492260184298,0.745635488297449,0.74318042275421,0.414905138379063,0.396720036208733,0.530442648924769,"NC_Cereal"
